lens,lens_name,id,P,O,W_ind,W_opt,W_nar,H,status,excerpts,ambiguity,confidence,reported_status,formula_corrected
1,literal entailment,MISSING-404BD6C1AE03,YES,YES,NO,NO,UNCLEAR,NO,U,"{'P': 'do not serve as a principal basis for decisions or actions with legal, material, binding, or significant effect', 'O': 'extracting key data points from unstructured narratives and validating data completeness', 'W': 'narrowly focused on extracting key data points', 'H': ''}","The output is bounded, but the rationale does not explicitly explain why that bound prevents principal-basis use.",0.84,U,0
1,literal entailment,MISSING-2045216ACC4E,YES,YES,UNCLEAR,NO,NO,YES,D,"{'P': 'does not serve as the basis for decisions or actions that affect civil rights, liberties, privacy, critical resources, safety, or strategic assets', 'O': 'detect anomalous or inconsistent patterns relative to standard partner actions and other application channels outside of the EDE pathway', 'W': 'used by CMS in tandem with other data', 'H': 'CMS makes all determinations on actions.'}","The additional data is not identified, so its independence and constraining role are unresolved.",0.94,D,0
1,literal entailment,MISSING-F55AC1E5A2AD,YES,YES,UNCLEAR,NO,NO,YES,D,"{'P': 'does not serve as the basis for decisions or actions that affect civil rights, liberties, privacy, critical resources, safety, or strategic assets', 'O': 'detect patterns that are inconsistent or anomalous relative to standard consumer, agent broker, and partner actions', 'W': 'additional information derived outside of this AI tool', 'H': 'CMS makes all determinations on actions.'}","The outside information is not identified, so it does not establish a qualifying independent basis.",0.94,D,0
1,literal entailment,MISSING-7DF6162305FD,UNCLEAR,UNCLEAR,NO,NO,NO,NO,U,"{'P': 'does not involve operational use, decision-making, or direct impact on the public or regulated entities', 'O': 'used solely in a research context to improve understanding of AI-enabled control systems', 'W': '', 'H': ''}","The rationale invokes a research-stage defense but does not identify a present AI output, workflow, or qualifying limiting mechanism.",0.91,U,0
1,literal entailment,MISSING-E9650DD065E1,YES,YES,NO,NO,YES,NO,S,"{'P': 'would not be considered to have a significant effect on human health and safety', 'O': 'detects the motion of an individual scratching', 'W': 'detects the motion of an individual scratching. The act of scratching would not be considered to have a significant effect on human health and safety', 'H': ''}",,0.93,S,0
1,literal entailment,MISSING-18A285367578,YES,YES,NO,NO,NO,YES,D,"{'P': 'all FOIA compliance decisions', 'O': 'operates as a recommendation system only', 'W': '', 'H': 'mandatory human review and approval required for all outputs'}",Recommendation-only language supplies no non-human limiting mechanism; the stated defense is human control.,0.92,D,0
1,literal entailment,MISSING-AB553836F519,NO,YES,UNCLEAR,NO,NO,YES,D,"{'P': '', 'O': 'AI is used to filter relevant video', 'W': 'outputs are verified by humans', 'H': 'decisions/actions are performed by humans'}",Human verification is stated without an independent evidence source or procedure.,0.92,D,0
1,literal entailment,MISSING-4B41CCE5A80E,NO,YES,NO,NO,NO,NO,U,"{'P': '', 'O': 'automate label extraction (identification of label information) for regulatory compliance', 'W': '', 'H': ''}",The rationale describes the function but does not deny a policy predicate or state a limiting mechanism.,0.97,U,0
1,literal entailment,MISSING-94D0D1898672,NO,YES,NO,NO,NO,YES,D,"{'P': '', 'O': 'providing additional information that helps them make faster decisions and prioritize applications for review', 'W': '', 'H': 'every referral decision undergoes 100% human review'}",Assistive-tool language is not itself a narrow mechanism; the exclusion rests on human review.,0.95,D,0
1,literal entailment,MISSING-91EA622F8902,YES,YES,UNCLEAR,NO,NO,YES,D,"{'P': 'does not drive any agency decision, including the categories listed in section 6 of the memorandum', 'O': 'a recommendation to assign a grant application to the appropriate Agency staff', 'W': 'based on their expertise', 'H': 'can accept, reject, or reassign the application'}","Staff expertise and discretion are stated, but no independent evidence or non-AI procedure is identified.",0.9,D,0
1,literal entailment,MISSING-8A490802AE57,NO,YES,NO,NO,NO,YES,D,"{'P': '', 'O': 'providing additional information that helps them make faster decisions and prioritize applications for review', 'W': '', 'H': 'every referral decision undergoes 100% human review'}",Assistive-tool language is not itself a narrow mechanism; the exclusion rests on human review.,0.95,D,0
1,literal entailment,MISSING-C38B75F17C3C,YES,YES,YES,YES,YES,YES,S,"{'P': 'not a principal basis for any legal or binding decision', 'O': 'non-binding recommendations regarding which NIGMS program officer is most appropriate to manage an incoming grant application', 'W': 'all funding and programmatic decisions are made through established peer review and programmatic processes', 'H': 'they have full discretion to ignore or override the AI tool’s recommendations'}",,0.98,S,0
1,literal entailment,NASA-234,YES,UNCLEAR,NO,NO,UNCLEAR,NO,U,"{'P': 'cannot harm humans or impact rights', 'O': 'engagements with terrain features on Mars', 'W': 'Low-speed engagements with terrain features on Mars', 'H': ''}","The operational setting is bounded, but the AI output and the link between that bound and principal-basis use are not disclosed.",0.88,U,0
1,literal entailment,NASA-398,YES,YES,NO,NO,NO,NO,U,"{'P': 'to avoid privacy issues', 'O': 'The people are counted and their images immediately deleted', 'W': '', 'H': ''}",Image deletion addresses retention-related privacy but does not explain why the count cannot principally support a consequential action.,0.87,U,0
1,literal entailment,NASA-487,NO,YES,NO,NO,NO,YES,D,"{'P': '', 'O': 'only gives information for a crew to act upon', 'W': '', 'H': 'does not take any action, only gives information for a crew to act upon'}",“Informational purposes only” does not technically or procedurally constrain how the crew may rely on the information.,0.93,D,0
1,literal entailment,TBD-R01,YES,UNCLEAR,NO,NO,NO,NO,U,"{'P': 'does not actually ""serve as a principal basis for"" the relevant type of agency action or decision', 'O': 'integrated in decision or activity pipelines', 'W': '', 'H': ''}",The rationale names neither the output supplied nor any mechanism preventing principal reliance.,0.97,U,0
1,literal entailment,TBD-R02,YES,UNCLEAR,NO,NO,NO,NO,U,"{'P': 'does not actually ""serve as a principal basis for"" the relevant type of agency action or decision', 'O': 'integrated in decision or activity pipelines', 'W': '', 'H': ''}",The rationale names neither the output supplied nor any mechanism preventing principal reliance.,0.97,U,0
1,literal entailment,TREAS-94,YES,YES,UNCLEAR,NO,NO,YES,D,"{'P': 'does not approve contracts', 'O': 'drafts procurement narratives, supports vendor evaluations, and aids source selection', 'W': 'using multiple information sources', 'H': 'Final decisions are made by agency officials'}","The multiple information sources are not identified, so a qualifying independent basis is not established.",0.93,D,0
1,literal entailment,TREAS-IRS-75,YES,UNCLEAR,NO,NO,NO,NO,U,"{'P': 'not an operational use case where AI will make or influence government decisions', 'O': 'in drafting procurement documents as market research / proposal evaluation', 'W': '', 'H': ''}",The text describes a possible research subject rather than an asserted operational AI output and workflow; research status is only a temporal defense.,0.91,U,0
1,literal entailment,TREAS-IRS-9,YES,YES,NO,NO,NO,YES,D,"{'P': 'contracting decisions', 'O': 'AI makes recommendations only', 'W': '', 'H': 'contracting decisions would go through multiple layers of review by agency officials'}",Multiple layers of human review do not identify independent evidence or another qualifying mechanism.,0.95,D,0
1,literal entailment,USDA-048,YES,YES,YES,NO,NO,YES,S,"{'P': 'the principal basis for decisions', 'O': 'information extraction that informs dam portfolio decisions', 'W': 'vetted through aerial imagery analysis, the Oklahoma Conservation Commission, and associated dam sponsors', 'H': 'the principal basis for decisions is made by humans'}",,0.98,S,0
1,literal entailment,USDA-175,UNCLEAR,YES,NO,NO,NO,YES,D,"{'P': 'not making any final decisions', 'O': 'recommendations for authorized staff to review', 'W': '', 'H': 'authorized staff to review'}",The rationale invokes final human decision-making but does not identify the relevant consequential decision or a non-human limiting mechanism.,0.94,D,0
2,policy-burden mapping,DHS-101,YES,NO,NO,NO,NO,NO,U,"{'P': 'do not produce an action or serve as a principal basis for a decision', 'O': '', 'W': '', 'H': ''}",The rationale states the denied predicate but never identifies the output or its workflow use.,0.99,U,0
2,policy-burden mapping,DHS-123,YES,UNCLEAR,NO,NO,NO,YES,D,"{'P': 'output serves as a principal basis for a decision or action concerning a specific individual or entity', 'O': 'the output of the AI', 'W': '', 'H': 'no rights impacting action is taken unless a human is in the loop making a further determatination'}","The AI output is unspecified, and the assertion that it is never the only basis names no independent basis.",0.98,D,0
2,policy-burden mapping,DHS-125,YES,YES,YES,NO,YES,YES,S,"{'P': 'do not serve as a principal basis for law enforcement action or decision', 'O': 'investigative insights in the form of data, information leads or connections that HSI personnel can use to inform investigations', 'W': 'Any enforcement decisions related to these insights are outcomes of the full Federal Investigation Process involving verifying any insights as evidence', 'H': 'all insights are reviewed and validated by both personnel and supervisors'}",,0.99,S,0
2,policy-burden mapping,DHS-14,YES,YES,NO,NO,YES,YES,S,"{'P': 'do not serve as a principal basis for a decision or action', 'O': 'identifies whether a fingerprint collected is of sufficient quality to pass the FBI fingerprint check process', 'W': 'This quality assurance step is one task in a series of adjudication activities but is not determinative of the overall adjudication decision.', 'H': 'Results of FBI fingerprint checks are subsequently reviewed by a human'}",,0.99,S,0
